region_cd,sido,sigungu,dong_road,ri,latitude,longitude
1114010400,서울특별시,중구,을지로1가,,37.5660118254225,126.980508795796
1114010500,서울특별시,중구,을지로2가,,37.5658609834049,126.984004114817
1114010600,서울특별시,중구,남대문로1가,,37.5678610341137,126.982862710392
1114010700,서울특별시,중구,삼각동,,37.5680810670242,126.984225497316
1114010800,서울특별시,중구,수하동,,37.5672666194383,126.984624102223
1114010900,서울특별시,중구,장교동,,37.5672452661542,126.986865292475
1114011000,서울특별시,중구,수표동,,37.5674509569575,126.989500354867
1114011100,서울특별시,중구,소공동,,37.5638997702148,126.97979400965
1114011200,서울특별시,중구,남창동,,37.5576969045759,126.977559311953
1114011300,서울특별시,중구,북창동,,37.5622200000299,126.978042381175
1114011400,서울특별시,중구,태평로2가,,37.5629837198074,126.976357967863
1114011500,서울특별시,중구,남대문로2가,,37.5636983086304,126.982030616216
1114011600,서울특별시,중구,남대문로3가,,37.5620113703841,126.980319690106
1114011700,서울특별시,중구,남대문로4가,,37.5601075547158,126.975457960662
1114011800,서울특별시,중구,남대문로5가,,37.5575773074594,126.97429533532
1114011900,서울특별시,중구,봉래동1가,,37.5595051345956,126.972922937607
1114012000,서울특별시,중구,봉래동2가,,37.556538587309,126.970968346946
1114012100,서울특별시,중구,회현동1가,,37.5555892070291,126.981204133005
1114012200,서울특별시,중구,회현동2가,,37.5587537703497,126.982919122029
1114012300,서울특별시,중구,회현동3가,,37.5601522772217,126.984059661953
1114012400,서울특별시,중구,충무로1가,,37.5614350253016,126.982162451405
1114012500,서울특별시,중구,충무로2가,,37.5620485933126,126.989609769072
1114012600,서울특별시,중구,명동1가,,37.5642861263306,126.984638297227
1114012700,서울특별시,중구,명동2가,,37.5628878550789,126.98522714432
1114012800,서울특별시,중구,남산동1가,,37.5593342411289,126.984580460713
1114012900,서울특별시,중구,남산동2가,,37.5584190512113,126.986396022059
1114013000,서울특별시,중구,남산동3가,,37.5607185451526,126.987762834453
1114013100,서울특별시,중구,저동1가,,37.5644126337617,126.987789395082
1114013200,서울특별시,중구,충무로4가,,37.5622651534104,126.994327234401
1114013300,서울특별시,중구,충무로5가,,37.5631302462416,126.99982795883
1114013400,서울특별시,중구,인현동2가,,37.5642041704529,126.996124490655
1114013500,서울특별시,중구,예관동,,37.5642150321273,126.998189014062
1114013600,서울특별시,중구,묵정동,,37.5614543921107,127.000371238419
1114013700,서울특별시,중구,필동1가,,37.561075732851,126.992453032787
1114013800,서울특별시,중구,필동2가,,37.5593207097698,126.994626250771
1114013900,서울특별시,중구,필동3가,,37.5584990846546,126.997003047238
1114014000,서울특별시,중구,남학동,,37.5605530385661,126.990814223458
1114014100,서울특별시,중구,주자동,,37.5606394146993,126.989388129589
1114014200,서울특별시,중구,예장동,,37.5552118678547,126.990086044965
1114014300,서울특별시,중구,장충동1가,,37.560654080316,127.007325089464
1114014400,서울특별시,중구,장충동2가,,37.5550176670288,127.000602078813
1114014500,서울특별시,중구,광희동1가,,37.5652239855073,127.006451724415
1114014600,서울특별시,중구,광희동2가,,37.5639300318235,127.008407470182
1114014700,서울특별시,중구,쌍림동,,37.5635266097209,127.004210503561
1114014800,서울특별시,중구,을지로6가,,37.5677719920145,127.00663305138
1114014900,서울특별시,중구,을지로7가,,37.5661499837089,127.009743356347
1114015000,서울특별시,중구,을지로4가,,37.5664927576673,126.998754909258
1114015100,서울특별시,중구,을지로5가,,37.5666080666787,127.002431326396
1114015200,서울특별시,중구,주교동,,37.5682515063245,126.999357065301
1114015300,서울특별시,중구,방산동,,37.5687055728614,127.002956612022
1114015400,서울특별시,중구,오장동,,37.5649106130902,127.000692708562
1114015500,서울특별시,중구,을지로3가,,37.5664564985185,126.992696980394
1114015600,서울특별시,중구,입정동,,37.5678115982333,126.992728541874
1114015700,서울특별시,중구,산림동,,37.5677288451172,126.995508543908
1114015800,서울특별시,중구,충무로3가,,37.5626722201464,126.991307446764
1114015900,서울특별시,중구,초동,,37.5644057983172,126.992181048279
1114016000,서울특별시,중구,인현동1가,,37.5637139255338,126.993729503193
1114016100,서울특별시,중구,저동2가,,37.5642218113844,126.989776983466
1114016200,서울특별시,중구,신당동,,37.5620157313145,127.014442188261
1114016300,서울특별시,중구,흥인동,,37.5672917152733,127.016358403205
1114016400,서울특별시,중구,무학동,,37.5643582177781,127.015271168107
1114016500,서울특별시,중구,황학동,,37.5674999372119,127.021415848975
1114016600,서울특별시,중구,서소문동,,37.5631129454112,126.97389954989
1114016700,서울특별시,중구,정동,,37.5665870147753,126.973133171996
1114016800,서울특별시,중구,순화동,,37.5625571795011,126.970694369794
1114016900,서울특별시,중구,의주로1가,,37.5647873639982,126.968063019077
1114017000,서울특별시,중구,충정로1가,,37.566510124401,126.968270553351
1114017100,서울특별시,중구,중림동,,37.5591682253822,126.966182119336
1114017200,서울특별시,중구,의주로2가,,37.561054032064,126.969567667479
1114017300,서울특별시,중구,만리동1가,,37.5561628100871,126.967288060049
1114017400,서울특별시,중구,만리동2가,,37.5545760844191,126.963956968884
1117010100,서울특별시,용산구,후암동,,37.5486798277288,126.978150463736
1117010200,서울특별시,용산구,용산동2가,,37.5419195197565,126.982945593811
1117010300,서울특별시,용산구,용산동4가,,37.5306248837306,126.985224458926
1117010400,서울특별시,용산구,갈월동,,37.5467756584414,126.972162579372
1117010500,서울특별시,용산구,남영동,,37.5430061454347,126.973322683547
1117010600,서울특별시,용산구,용산동1가,,37.5399939693424,126.976967186602
1117010700,서울특별시,용산구,동자동,,37.5520519606978,126.972396006945
1117010800,서울특별시,용산구,서계동,,37.5529659898692,126.966999743181
1117010900,서울특별시,용산구,청파동1가,,37.5487674651522,126.967458773793
1117011000,서울특별시,용산구,청파동2가,,37.5465142049804,126.964798233694
1117011100,서울특별시,용산구,청파동3가,,37.5432460079142,126.966972344614
1117011200,서울특별시,용산구,원효로1가,,37.539613202648,126.967064466585
1117011300,서울특별시,용산구,원효로2가,,37.5362892108966,126.963323111963
1117011400,서울특별시,용산구,신창동,,37.5357673358181,126.954946215115
1117011500,서울특별시,용산구,산천동,,37.535416505796,126.951801048783
1117011600,서울특별시,용산구,청암동,,37.5344808673196,126.946678596744
1117011700,서울특별시,용산구,원효로3가,,37.53430510598,126.957635334291
1117011800,서울특별시,용산구,원효로4가,,37.5322516903751,126.950590243026
1117011900,서울특별시,용산구,효창동,,37.5424588083351,126.9618988792
1117012000,서울특별시,용산구,도원동,,37.5381208172629,126.955125834612
1117012100,서울특별시,용산구,용문동,,37.537700864015,126.959891817892
1117012200,서울특별시,용산구,문배동,,37.5371018437134,126.969405422634
1117012300,서울특별시,용산구,신계동,,37.5358253064501,126.966740278708
1117012400,서울특별시,용산구,한강로1가,,37.5339780623764,126.973054361529
1117012500,서울특별시,용산구,한강로2가,,37.5315623013378,126.968683607087
1117012600,서울특별시,용산구,용산동3가,,37.5318669434274,126.976965160519
1117012700,서울특별시,용산구,용산동5가,,37.5261432450492,126.974364951898
1117012800,서울특별시,용산구,한강로3가,,37.5276608637794,126.962182447512
1117012900,서울특별시,용산구,이촌동,,37.5141954312251,126.972097769518
1117013000,서울특별시,용산구,이태원동,,37.5402662116136,126.991527297365
1117013100,서울특별시,용산구,한남동,,37.53462985578,127.000552132438
1117013200,서울특별시,용산구,동빙고동,,37.5244123976897,126.995112936884
1117013300,서울특별시,용산구,서빙고동,,37.5204623812777,126.994638088433
1117013400,서울특별시,용산구,주성동,,37.5215725360092,126.999221719448
1117013500,서울특별시,용산구,용산동6가,,37.5235531064681,126.980329796658
1117013600,서울특별시,용산구,보광동,,37.526272167319,127.000171956489
1120010100,서울특별시,성동구,상왕십리동,,37.5684327095864,127.024784739728
1120010200,서울특별시,성동구,하왕십리동,,37.5619122139371,127.028703243306
1120010300,서울특별시,성동구,홍익동,,37.5663550219261,127.032213833438
1120010400,서울특별시,성동구,도선동,,37.5637958263855,127.033530216268
1120010500,서울특별시,성동구,마장동,,37.5663795479871,127.045325760782
1120010600,서울특별시,성동구,사근동,,37.5614997515695,127.045327331714
1120010700,서울특별시,성동구,행당동,,37.5583059078881,127.037031736958
1120010800,서울특별시,성동구,응봉동,,37.5531604882762,127.033416807797
1120010900,서울특별시,성동구,금호동1가,,37.554885724907,127.02279294328
1120011000,서울특별시,성동구,금호동2가,,37.5529940659196,127.020406751011
1120011100,서울특별시,성동구,금호동3가,,37.5499307132641,127.020166005976
1120011200,서울특별시,성동구,금호동4가,,37.5447325755774,127.026161935006
1120011300,서울특별시,성동구,옥수동,,37.5435886378545,127.013438338877
1120011400,서울특별시,성동구,성수동1가,,37.5417253860377,127.043351028535
1120011500,서울특별시,성동구,성수동2가,,37.5409627375216,127.057019282187
1120011800,서울특별시,성동구,송정동,,37.5545322586261,127.069569072089
1120012200,서울특별시,성동구,용답동,,37.5640758244217,127.055579052769
1121510100,서울특별시,광진구,중곡동,,37.5617477458585,127.090401426965
1121510200,서울특별시,광진구,능동,,37.5537792609499,127.080536887135
1121510300,서울특별시,광진구,구의동,,37.5502741239803,127.093135225891
1121510400,서울특별시,광진구,광장동,,37.5468565308905,127.103025712709
1121510500,서울특별시,광진구,자양동,,37.5311077958689,127.073018338792
1121510700,서울특별시,광진구,화양동,,37.5464762611364,127.071367614735
1121510900,서울특별시,광진구,군자동,,37.5554765598174,127.075350846159
1123010100,서울특별시,동대문구,신설동,,37.5749629616682,127.025538570996
1123010200,서울특별시,동대문구,용두동,,37.5754186480422,127.033598820976
1123010300,서울특별시,동대문구,제기동,,37.5831154639893,127.037818414722
1123010400,서울특별시,동대문구,전농동,,37.5793286114287,127.053978285554
1123010500,서울특별시,동대문구,답십리동,,37.5690668295007,127.056655839753
1123010600,서울특별시,동대문구,장안동,,37.5696967138507,127.071439570463
1123010700,서울특별시,동대문구,청량리동,,37.583046821837,127.048170770368
1123010800,서울특별시,동대문구,회기동,,37.5907885967282,127.05537245757
1123010900,서울특별시,동대문구,휘경동,,37.5908553624268,127.065730507228
1123011000,서울특별시,동대문구,이문동,,37.6004055110663,127.066373060068
1126010100,서울특별시,중랑구,면목동,,37.5803715762431,127.087661590766
1126010200,서울특별시,중랑구,상봉동,,37.596768819552,127.088754299651
1126010300,서울특별시,중랑구,중화동,,37.5994618167452,127.077320262185
1126010400,서울특별시,중랑구,묵동,,37.6123807746798,127.079182031593
1126010500,서울특별시,중랑구,망우동,,37.5955130359785,127.103962394815
1126010600,서울특별시,중랑구,신내동,,37.6058747809887,127.09936528756
1129010100,서울특별시,성북구,성북동,,37.591046609396,127.003274531869
1129010200,서울특별시,성북구,성북동1가,,37.5895149125504,127.003614139532
1129010300,서울특별시,성북구,돈암동,,37.5962791991149,127.00991034218
1129010400,서울특별시,성북구,동소문동1가,,37.5900265113417,127.007210212424
1129010500,서울특별시,성북구,동소문동2가,,37.5887073911224,127.008238156364
1129010600,서울특별시,성북구,동소문동3가,,37.5898604829039,127.010489205319
1129010700,서울특별시,성북구,동소문동4가,,37.5917597611251,127.01063893326
1129010800,서울특별시,성북구,동소문동5가,,37.5916367047087,127.01537185184
1129010900,서울특별시,성북구,동소문동6가,,37.5933415527604,127.01399531696
1129011000,서울특별시,성북구,동소문동7가,,37.5963292176218,127.014190641129
1129011100,서울특별시,성북구,삼선동1가,,37.5846817438786,127.008396217359
1129011200,서울특별시,성북구,삼선동2가,,37.583369642001,127.011439305713
1129011300,서울특별시,성북구,삼선동3가,,37.5865085302362,127.013092803419
1129011400,서울특별시,성북구,삼선동4가,,37.5903502910641,127.013723013975
1129011500,서울특별시,성북구,삼선동5가,,37.5885336236906,127.015851281018
1129011600,서울특별시,성북구,동선동1가,,37.5923102427412,127.018211777612
1129011700,서울특별시,성북구,동선동2가,,37.5901655850025,127.020040985677
1129011800,서울특별시,성북구,동선동3가,,37.5944938544003,127.020599250097
1129011900,서울특별시,성북구,동선동4가,,37.5952221822842,127.018633716126
1129012000,서울특별시,성북구,동선동5가,,37.5959288284837,127.016844785039
1129012100,서울특별시,성북구,안암동1가,,37.5883885968467,127.02135842744
1129012200,서울특별시,성북구,안암동2가,,37.5865287984821,127.02216855408
1129012300,서울특별시,성북구,안암동3가,,37.5835336768551,127.023313410414
1129012400,서울특별시,성북구,안암동4가,,37.5807006819401,127.024648423554
1129012500,서울특별시,성북구,안암동5가,,37.5883977734309,127.029021378105
1129012600,서울특별시,성북구,보문동4가,,37.5828961453855,127.021347801017
1129012700,서울특별시,성북구,보문동5가,,37.5823846059338,127.020066071097
1129012800,서울특별시,성북구,보문동6가,,37.5803846015947,127.018842854522
1129012900,서울특별시,성북구,보문동7가,,37.5798181272131,127.022551479065
1129013000,서울특별시,성북구,보문동1가,,37.586489601596,127.019645993321
1129013100,서울특별시,성북구,보문동2가,,37.5857474136522,127.018210178625
1129013200,서울특별시,성북구,보문동3가,,37.5838880357102,127.016352976758
1129013300,서울특별시,성북구,정릉동,,37.6185808255471,126.995482832879
1129013400,서울특별시,성북구,길음동,,37.6076658267475,127.023343590916
1129013500,서울특별시,성북구,종암동,,37.5990602270307,127.035212918853
1129013600,서울특별시,성북구,하월곡동,,37.6075035036309,127.037812638789
1129013700,서울특별시,성북구,상월곡동,,37.6069133345459,127.045527017386
1129013800,서울특별시,성북구,장위동,,37.6170568426304,127.04956549458
1129013900,서울특별시,성북구,석관동,,37.6129860183722,127.0614007785
1130510100,서울특별시,강북구,미아동,,37.6270831294022,127.027060776679
1130510200,서울특별시,강북구,번동,,37.6241057350225,127.04133717608
1130510300,서울특별시,강북구,수유동,,37.6424621841483,127.022094520762
1130510400,서울특별시,강북구,우이동,,37.6630390800114,127.001890452891
1132010500,서울특별시,도봉구,쌍문동,,37.6513191127048,127.029190894368
1132010600,서울특별시,도봉구,방학동,,37.665897548954,127.026875382235
1132010700,서울특별시,도봉구,창동,,37.6522582058481,127.045432300312
1132010800,서울특별시,도봉구,도봉동,,37.6873960128039,127.021495626589
1135010200,서울특별시,노원구,월계동,,37.6199191869585,127.062987742987
1135010300,서울특별시,노원구,공릉동,,37.6248431089169,127.073821318894
1135010400,서울특별시,노원구,하계동,,37.6404885286244,127.072685646642
1135010500,서울특별시,노원구,상계동,,37.66125057554,127.060252770712
1135010600,서울특별시,노원구,중계동,,37.6525550467648,127.077488598779
1138010100,서울특별시,은평구,수색동,,37.5835205431624,126.893690338772
1138010200,서울특별시,은평구,녹번동,,37.6022161609652,126.929919982801
1138010300,서울특별시,은평구,불광동,,37.6176523268171,126.937059476367
1138010400,서울특별시,은평구,갈현동,,37.6198652831794,126.914367182376
1138010500,서울특별시,은평구,구산동,,37.6117570303253,126.910376186527
1138010600,서울특별시,은평구,대조동,,37.6141899645266,126.920825111083
1138010700,서울특별시,은평구,응암동,,37.5963272964127,126.924109745075
1138010800,서울특별시,은평구,역촌동,,37.6043976551681,126.915123289569
1138010900,서울특별시,은평구,신사동,,37.5949214743515,126.908475948726
1138011000,서울특별시,은평구,증산동,,37.5843030609175,126.907039772766
1138011400,서울특별시,은평구,진관동,,37.6349668825062,126.92106591289
1141010100,서울특별시,서대문구,충정로2가,,37.564851103114,126.964119536636
1141010200,서울특별시,서대문구,충정로3가,,37.5620789699491,126.961983963838
1141010300,서울특별시,서대문구,합동,,37.5615287939471,126.966031651429
1141010400,서울특별시,서대문구,미근동,,37.5632950923108,126.967253249905
1141010500,서울특별시,서대문구,냉천동,,37.5667821636121,126.961963463309
1141010600,서울특별시,서대문구,천연동,,37.5675017663096,126.958422464555
1141010700,서울특별시,서대문구,옥천동,,37.5695598078732,126.95890126611
1141010800,서울특별시,서대문구,영천동,,37.5703879302213,126.956682170377
1141010900,서울특별시,서대문구,현저동,,37.5737854968818,126.95407204926
1141011000,서울특별시,서대문구,북아현동,,37.5595652449812,126.956901214305
1141011100,서울특별시,서대문구,홍제동,,37.5858458009441,126.948725215733
1141011200,서울특별시,서대문구,대현동,,37.5607686463542,126.947212193537
1141011300,서울특별시,서대문구,대신동,,37.5640649698096,126.944330406191
1141011400,서울특별시,서대문구,신촌동,,37.5651616940519,126.93927687604
1141011500,서울특별시,서대문구,봉원동,,37.5725932042941,126.946963866133
1141011600,서울특별시,서대문구,창천동,,37.5586862112856,126.934193637741
1141011700,서울특별시,서대문구,연희동,,37.573910010416,126.935230751932
1141011800,서울특별시,서대문구,홍은동,,37.5908908122789,126.933218715152
1141011900,서울특별시,서대문구,북가좌동,,37.5780815956199,126.91039845202
1141012000,서울특별시,서대문구,남가좌동,,37.5755473825403,126.919548350676
1144010100,서울특별시,마포구,아현동,,37.5544867895968,126.955727151387
1144010200,서울특별시,마포구,공덕동,,37.550174347382,126.960034513244
1144010300,서울특별시,마포구,신공덕동,,37.5437143887632,126.95556152591
1144010400,서울특별시,마포구,도화동,,37.541549712387,126.949873511116
1144010500,서울특별시,마포구,용강동,,37.5423177090401,126.942708117541
1144010600,서울특별시,마포구,토정동,,37.5388960581726,126.939782456982
1144010700,서울특별시,마포구,마포동,,37.5371140702001,126.943825451904
1144010800,서울특별시,마포구,대흥동,,37.5498936438387,126.943403941965
1144010900,서울특별시,마포구,염리동,,37.5470619620455,126.94565571696
1144011000,서울특별시,마포구,노고산동,,37.5543526246389,126.937909479778
1144011100,서울특별시,마포구,신수동,,37.5470206619263,126.935226865858
1144011200,서울특별시,마포구,현석동,,37.5421619566647,126.934289634391
1144011300,서울특별시,마포구,구수동,,37.5457361347135,126.932539327611
1144011400,서울특별시,마포구,창전동,,37.5492736432042,126.92977041133
1144011500,서울특별시,마포구,상수동,,37.5456269289384,126.924776753718
1144011600,서울특별시,마포구,하중동,,37.5435745257491,126.927779696718
1144011700,서울특별시,마포구,신정동,,37.5431615999641,126.930332866478
1144011800,서울특별시,마포구,당인동,,37.5437530625519,126.919627791269
1144012000,서울특별시,마포구,서교동,,37.5550949138085,126.914613374473
1144012100,서울특별시,마포구,동교동,,37.557208530833,126.922261659865
1144012200,서울특별시,마포구,합정동,,37.5516618139959,126.911756414276
1144012300,서울특별시,마포구,망원동,,37.5567856576915,126.901347294861
1144012400,서울특별시,마포구,연남동,,37.5644776141887,126.922023205508
1144012500,서울특별시,마포구,성산동,,37.5628827605388,126.909284812172
1144012600,서울특별시,마포구,중동,,37.5716627632573,126.9055839139
1144012700,서울특별시,마포구,상암동,,37.5783209050878,126.894689433213
1147010100,서울특별시,양천구,신정동,,37.5185526780281,126.854354325392
1147010200,서울특별시,양천구,목동,,37.5304364108361,126.870989288343
1147010300,서울특별시,양천구,신월동,,37.5328158189362,126.831535864977
1150010100,서울특별시,강서구,염창동,,37.5537362431352,126.870985348962
1150010200,서울특별시,강서구,등촌동,,37.562237476114,126.843670821456
1150010300,서울특별시,강서구,화곡동,,37.5362848031695,126.848952280488
1150010400,서울특별시,강서구,가양동,,37.5693673262879,126.84732341674
1150010500,서울특별시,강서구,마곡동,,37.5747859514344,126.830205192607
1150010600,서울특별시,강서구,내발산동,,37.5543737621718,126.83326640676
1150010700,서울특별시,강서구,외발산동,,37.5438427469629,126.82085631674
1150010800,서울특별시,강서구,공항동,,37.5588726032733,126.810109136838
1150010900,서울특별시,강서구,방화동,,37.571309073515,126.811820803059
1150011000,서울특별시,강서구,개화동,,37.5913312008972,126.810864581737
1150011100,서울특별시,강서구,과해동,,37.5656027325697,126.787712416395
1150011200,서울특별시,강서구,오곡동,,37.5515676820463,126.783116898869
1150011300,서울특별시,강서구,오쇠동,,37.5434597373437,126.797918436909
1153010100,서울특별시,구로구,신도림동,,37.5077809050367,126.880610228674
1153010200,서울특별시,구로구,구로동,,37.4957707378732,126.882642231121
1153010300,서울특별시,구로구,가리봉동,,37.4825327471338,126.889718085071
1153010600,서울특별시,구로구,고척동,,37.5013977406623,126.863557123957
1153010700,서울특별시,구로구,개봉동,,37.4930115322775,126.857746551058
1153010800,서울특별시,구로구,오류동,,37.4889461307052,126.835492478188
1153010900,서울특별시,구로구,궁동,,37.5018731116131,126.827457184485
1153011000,서울특별시,구로구,온수동,,37.4941466665876,126.820586087352
1153011100,서울특별시,구로구,천왕동,,37.4802774110978,126.83999317372
1153011200,서울특별시,구로구,항동,,37.4801853131196,126.823409784343
1154510100,서울특별시,금천구,가산동,,37.4768763179226,126.891779471155
1154510200,서울특별시,금천구,독산동,,37.4681432491736,126.899392976389
1154510300,서울특별시,금천구,시흥동,,37.4476688042388,126.908452220723
1156010100,서울특별시,영등포구,영등포동,,37.5134118222975,126.906168599588
1156010200,서울특별시,영등포구,영등포동1가,,37.5178393128914,126.913185328453
1156010300,서울특별시,영등포구,영등포동2가,,37.5207969614044,126.91150771146
1156010400,서울특별시,영등포구,영등포동3가,,37.5182713776918,126.90787737105
1156010500,서울특별시,영등포구,영등포동4가,,37.5178895038416,126.903552262737
1156010600,서울특별시,영등포구,영등포동5가,,37.5210743651059,126.906688412883
1156010700,서울특별시,영등포구,영등포동6가,,37.5215905083397,126.90316740849
1156010800,서울특별시,영등포구,영등포동7가,,37.5240155727984,126.907114627945
1156010900,서울특별시,영등포구,영등포동8가,,37.5283028633871,126.905253942411
1156011000,서울특별시,영등포구,여의도동,,37.5267849150832,126.930167091136
1156011100,서울특별시,영등포구,당산동1가,,37.5216623144433,126.898547402403
1156011200,서울특별시,영등포구,당산동2가,,37.5224653819519,126.893736304951
1156011300,서울특별시,영등포구,당산동3가,,37.5258485828122,126.89671357564
1156011400,서울특별시,영등포구,당산동4가,,37.5290653986881,126.899075891843
